time,ue_id,bs_id,latency,throughput,distance
2,20,4,61.62508050577396,15.016953921334707,3954.731442095583
2,21,4,59.72104526603762,24.71717700983358,2890.9961809909855
2,22,3,33.784578762030065,38.56327409522864,4138.150322756909
2,23,7,27.085127524820987,68.81675015836896,1573.7200073703534
2,24,5,44.145844016882045,37.59346611634387,3025.9169841873127
2,25,3,33.18505554491872,46.922228366139194,3247.2249721173303
2,26,4,63.33514654709879,10.490378842036884,4151.934095420047
2,27,5,43.57480630269164,25.600013966403402,4675.324877116421
2,28,8,25.147839267677874,42.74175732294604,4727.281702419575
2,31,4,60.87564259935525,18.500787205059513,3530.276986144561
2,32,1,54.44150545050369,17.298268645383427,4155.432536894393
2,33,1,54.61219371250669,15.310454657345375,4541.173291714037
2,35,5,43.684054681419276,27.372744755420214,4276.8122210806805
2,37,1,52.759901158109166,32.68795816108695,2737.1161461220554
2,39,5,43.66288719195426,23.721562790684487,4797.099215188938
2,40,4,60.87564259935525,18.500787205059513,3508.9851608474783
2,41,4,59.748968632172755,23.850335043656465,2944.715289801976
2,44,1,54.428024656248624,17.653915418353535,4105.17496388248
2,45,2,19.570326898412727,51.973048276461085,4219.232480048216
2,46,6,18.226203031420592,62.0584205991072,3023.387157450983
2,47,8,23.46888375045517,59.35753404883666,2957.2036841678873
2,49,0,18.464213331842696,67.51943186724205,2622.151251763796
3,0,5,43.577702450244445,36.822809971821464,3181.5445387632903
3,1,1,52.05291907448054,36.6245057048832,2342.24171095001
3,2,1,52.808628226587196,31.79840587229789,2871.6042532199285
3,4,3,30.22772077205376,77.8752878061715,185.46318876855534
3,5,4,64.00800746386572,10.0,4710.645099480735
3,6,4,60.87564259935525,18.500787205059513,3546.968887047923
3,7,7,27.594471110192252,59.868486517436814,2536.6023373360026
3,8,1,52.05291907448054,36.6245057048832,2373.690066671701
3,9,4,64.00076599784241,10.0,4762.82554895585
3,10,4,59.64490947764544,30.808154564153213,2159.087888004643
3,11,12,15.504499362305792,92.6822279677785,164.86679207016147
3,12,3,34.14138151550808,34.990592539537104,4515.684800619341
3,13,5,43.68729862233813,23.645354741916893,4814.297720170536
3,14,4,59.37687698617392,44.01853574926873,749.5294695610959
3,15,7,29.145474423764316,37.7873499668196,4723.115126040838
3,16,4,61.6142700288651,19.12940399559777,3303.3271309085567
3,17,1,54.281900062005455,14.13539414610301,5104.500269781294
3,20,4,63.1464324780109,10.690475310160002,4029.954752713716
3,21,4,59.72811759466452,24.559439791738065,2914.064576860464
3,22,3,34.233857080591626,35.97637813433339,4291.57643227297
3,23,7,27.085127524820987,68.81675015836896,1562.3827647842256
3,24,5,44.135552546552205,38.71748198420012,2953.4128531787005
3,25,3,33.44691609222486,46.310535649542516,3358.3611392477374
3,26,4,63.33514654709879,10.490378842036884,4113.038131023767
3,27,5,43.53518374071932,24.57395482503219,4774.71277851706
3,28,8,24.662695892867138,44.2535658738258,4604.952306548472
3,31,4,60.87892915845541,18.077035264478695,3658.5337354787757
3,32,1,54.44150545050369,17.298268645383427,4151.581115850141
3,33,1,54.629878715512675,15.32606196905038,4518.310133811819
3,35,5,43.684054681419276,27.372744755420214,4249.992412324231
3,37,1,52.759901158109166,32.68795816108695,2735.7202287625378
3,39,5,43.514075430911205,25.602565564855812,4679.659465550057
3,40,4,60.87564259935525,18.500787205059513,3541.825810331727
3,41,4,59.96779124051594,24.779380644718405,2866.974211028874
3,44,1,54.199780902401216,19.157592923451713,3969.2696329781184
3,45,2,19.648498178911336,51.58541897541707,4337.651566141672
3,46,6,18.211293202056723,61.84198864759787,3060.4315652980827
3,47,8,23.404078612660978,58.34175304383267,3049.9290136488657
3,49,0,18.464213331842696,67.51943186724205,2632.338259162949
4,0,5,43.90178836946159,37.48542021688656,3042.0708535558842
4,1,1,51.99715902594589,36.76731193688779,2317.897752919632
4,2,1,52.82514465200509,31.875399783402955,2842.766226787646
4,4,3,30.243744055008005,77.70085763345928,226.93466560462122
4,5,4,64.03709148171518,10.0,4593.337696107385
4,6,4,60.87564259935525,18.500787205059513,3558.1028512071944
4,7,7,27.496117540000405,60.87811661149639,2470.880423528875
4,8,1,52.2828000241774,35.846479879398615,2476.8584436781575
4,9,4,64.00800746386572,10.0,4737.063097875074
4,10,4,59.655228430113084,30.84662473352455,2146.832151910869
4,11,12,15.51398461814987,92.71084910824453,145.34899113817727
4,12,3,34.338936325579745,35.18501145619815,4408.88744340162
4,13,5,43.51580173796912,23.428288515244226,4932.962617054052
4,14,4,59.442145099923955,44.73732533239866,631.4551535167534
4,15,7,29.145474423764316,37.7873499668196,4715.171785709405
4,16,4,61.14886549405298,19.02480781180967,3414.448618674629
4,17,1,54.281900062005455,14.13539414610301,5160.365000170655
4,20,4,63.33514654709879,10.490378842036884,4106.308949343287
4,21,4,59.748968632172755,23.850335043656465,2940.15921491966
4,22,3,34.31656442158876,35.15472190076608,4445.013375440371
4,23,7,27.085127524820987,68.81675015836896,1551.851514315476
4,24,5,43.96433864536922,39.76361696203755,2883.127714105789
4,25,3,33.99831486853135,44.4241418411467,3469.511489618384
4,26,4,63.24086145396794,10.585895403785734,4074.143875259856
4,27,5,43.65298043457883,23.66421551193369,4874.173986772577
4,28,8,24.711658395997116,44.76916779842011,4482.943331479194
4,31,4,60.99522304892853,17.006597995096886,3788.295238927226
4,32,1,54.44150545050369,17.298268645383427,4147.790895815987
4,33,1,54.51415136771211,15.673548690669897,4498.12492168667
4,35,5,43.74424355500577,27.43966785750716,4223.2547905131105
4,37,1,52.692409155505956,32.79364562783286,2734.3258372146365
4,39,5,43.6753094585076,25.923298246503336,4562.908606837633
4,40,4,60.929476002000236,18.269347902465746,3580.64804813028
4,41,4,60.253257160120256,24.89839128149413,2796.5680434191495
4,44,1,53.59131935844939,22.40166255509562,3833.9385046316543
4,45,2,19.550176276088326,49.14982804187983,4458.6548115606765
4,46,6,18.211293202056723,61.84198864759787,3097.8689986491395
4,47,8,23.27348504993867,58.049381279284944,3146.1664528113397
4,49,0,18.464213331842696,67.51943186724205,2643.3343734899913
5,0,5,43.985558815174834,39.73551167682004,2903.543940681138
5,1,1,51.920399130991676,37.215615631284784,2293.9480666285885
5,2,1,52.883288012586554,31.84428184702577,2814.222430931582
5,4,3,30.166649349980553,77.64939436652537,307.3561823417393
5,5,4,63.93228285921827,10.0,4476.040664243489
5,6,4,60.87564259935525,18.500787205059513,3569.2372047121025
5,7,7,27.430460778420546,61.35528849452517,2415.829661004762
5,8,1,52.389877587724406,34.733169410544576,2580.7771304097278
5,9,4,64.00800746386572,10.0,4711.443901589762
5,10,4,59.655228430113084,30.84662473352455,2138.515023586663
5,11,12,15.507002361680945,92.72947141107177,127.61193256421494
5,12,3,34.233857080591626,35.97637813433339,4305.393637395788
5,13,5,43.51580173796912,23.428288515244226,5053.078887579248
5,14,4,59.147190916140815,45.77940740140825,519.8435797931862
5,15,7,29.196201407560196,38.1367374969786,4707.321314378702
5,16,4,60.87564259935525,18.500787205059513,3525.8650498499464
5,17,1,54.281900062005455,14.13539414610301,5216.92137614865
5,20,4,63.39893881594487,10.394862280288034,4183.7321155530635
5,21,4,60.2725909596332,22.987974893220485,2969.2003083989753
5,22,3,33.94217405697997,34.94164340694479,4598.460067799017
5,23,7,27.086799120482915,68.91227202795511,1542.1427683463846
5,24,5,43.87352270907222,39.9953248270699,2815.2277703170666
5,25,3,33.95588018178198,43.53447124521309,3580.6747024124184
5,26,4,63.1464324780109,10.690475310160002,4035.2513775348893
5,27,5,43.51580173796912,23.428288515244226,4973.704104042862
5,28,8,24.17951382607849,46.119698988719946,4361.281669077792
5,31,4,61.62508050577396,15.016953921334707,3919.4120438949926
5,32,1,54.44150545050369,17.298268645383427,4144.062044717963
5,33,1,54.51415136771211,15.673548690669897,4480.653847682646
5,35,5,43.74424355500577,27.43966785750716,4196.600926549995
5,37,1,52.692409155505956,32.79364562783286,2732.9329738138426
5,39,5,43.515114800200436,26.69963867053609,4446.900898703326
5,40,4,60.89315646087878,18.271747048098547,3625.259712157099
5,41,4,60.42981743716523,25.67672874749059,2734.063500048831
5,44,1,53.6483798049099,23.52802547733185,3699.244598310903
5,45,2,19.50302630146107,49.16398829505657,4582.037492087928
5,46,6,18.211293202056723,61.84198864759787,3135.685380358685
5,47,8,23.248033492143225,57.775225727842134,3245.6035973530643
5,49,0,18.53486870241068,67.16204470129827,2655.1295421106192
6,0,5,43.8148344366533,41.02320014951777,2766.1060472025083
6,1,1,51.94752076679558,37.263403712068325,2270.4051292030495
6,2,1,52.825361210979736,32.07258485781372,2785.9819092902894
6,4,3,30.26743974184433,76.61953704660314,404.1064655508776
6,5,4,63.65297749775041,10.126863478076999,4358.754841202063
6,6,4,60.929476002000236,18.269347902465746,3580.371943930251
6,7,7,27.495916219256756,61.29400881330197,2372.1930926075393
6,8,1,52.79328030684228,32.811271051227635,2685.359021265902
6,9,4,64.00800746386572,10.0,4685.970309713806
6,10,4,59.655228430113084,30.84662473352455,2134.1825510042927
6,11,12,15.507002361680945,92.72947141107177,112.50105533358021
6,12,3,33.79191577866939,37.756807985954964,4205.447285554236
6,13,5,43.51580173796912,23.428288515244226,5174.545460905557
6,14,4,59.081880352925616,46.823094372393825,419.8805013197471
6,15,7,29.196201407560196,38.1367374969786,4699.564177452817
6,16,4,60.877894938791215,18.09289145828872,3637.5493226002313
6,17,1,54.281900062005455,14.13539414610301,5274.147147547991
6,20,4,63.65089084390824,10.126863478076999,4262.165997550999
6,21,4,60.66089228111762,22.39969614301222,3001.102321659775
6,22,3,33.71262472834664,34.233916254026006,4751.9155648996775
6,23,7,27.086799120482915,68.91227202795511,1533.2721513593876
6,24,5,43.709104811458886,41.40786395584116,2749.8897123484317
6,25,3,33.68299126439432,43.11716288981097,3691.8496157503755
6,26,4,63.01379199887109,11.08429393880172,3996.360689176461
6,27,5,43.51580173796912,23.428288515244226,5073.299074671343
6,28,8,24.369443550122146,46.73559094184247,4239.997216617796
6,31,4,63.1464324780109,10.690475310160002,4051.7525777480037
6,32,1,54.44150545050369,17.298268645383427,4140.394728363179
6,33,1,54.51415136771211,15.673548690669897,4465.928765695929
6,35,5,43.59109369418225,27.851689745491807,4170.0324265164345
6,37,1,52.692409155505956,32.79364562783286,2731.5416408978467
6,39,5,43.64902595963719,27.26385447094299,4331.6960487918295
6,40,4,61.03204845716757,17.68005292678815,3675.4499967708107
6,41,4,60.464464333409886,25.709363965919962,2680.013494216549
6,44,1,53.461823907577575,24.245393865081915,3565.2601366222657
6,45,2,19.239192287483846,48.211102362819375,4707.612522286649
6,46,6,18.211293202056723,61.84198864759787,3173.8671650345073
6,47,8,23.20131646007154,57.114643357236176,3347.9553574329725
6,49,0,18.53486870241068,67.16204470129827,2667.713166102661
7,0,5,43.01168539319595,44.40747530294815,2629.9279124657833
7,1,1,51.934437966641205,37.552007775248484,2247.2817242075603
7,2,1,52.781091768247634,32.59480180022297,2758.0539778197553
7,3,7,33.72119494387941,34.11726470119494,4974.765422759455
7,4,3,30.278313081314455,76.52817484563175,507.9389534994176
7,5,4,63.65089084390824,10.126863478076999,4241.48115682535
7,6,4,60.89315646087878,18.271747048098547,3591.5070652741606
7,7,7,31.73904622016875,57.05483300934791,2340.609198531837
7,8,1,52.90168943427947,31.843355445430642,2790.5295516737788
7,9,4,64.05160375134601,10.0,4660.644709729076
7,10,4,59.655228430113084,30.84662473352455,2133.859004994057
7,11,12,15.507002361680945,92.72947141107177,101.1996817192255
7,12,3,33.76626322844535,38.7138964590739,4109.307239003502
7,13,5,43.51580173796912,23.428288515244226,5297.269450376325
7,14,4,58.84613227019625,47.35887074076688,341.93928512507716
7,15,7,33.922771532647374,34.67056751603202,4691.900837862117
7,16,4,61.07062072655761,17.044851029904812,3749.4775027138376
7,17,1,54.281900062005455,14.13539414610301,5332.020761606425
7,20,4,63.65297749775041,10.126863478076999,4341.5558173730915
7,21,4,60.68143268253553,22.021959108025143,3035.7750625009016
7,22,3,33.72119494387941,34.11726470119494,4905.379040423361
7,23,7,30.10016365690829,66.33086233881544,1525.2542866672495
7,24,5,43.50405755495831,42.25443111646851,2687.3004130150557
7,25,3,33.7929106366464,41.78886126627956,3803.0352034991456
7,26,4,61.62508050577396,15.016953921334707,3957.4718635273466
7,27,5,43.51580173796912,23.428288515244226,5172.955152791811
7,28,8,24.51161430819234,47.61645063058192,4119.123294213449
7,31,4,63.39893881594487,10.394862280288034,4185.200755239121
7,32,1,54.487711200500016,17.486284322878337,4136.789110405647
7,33,1,54.51415136771211,15.673548690669897,4453.976910992004
7,35,5,43.642680840137075,28.598190603677224,4143.550932476484
7,37,1,52.692409155505956,32.79364562783286,2730.1518408065344
7,39,5,43.74424355500577,27.43966785750716,4217.359852211314
7,40,4,61.12528864558964,17.196398396322646,3730.9937736612114
7,41,4,60.42010381477705,26.54206666031127,2634.938356418192
7,44,1,53.397799675280396,25.445073039008417,3432.0682085680455
7,45,2,19.268266117506993,47.67463222671507,4835.209092885755
7,46,6,18.211293202056723,61.84198864759787,3212.4013234430076
7,47,8,23.38640946984356,55.68796251730412,3452.9625600974096
7,49,0,18.53261382559314,67.11091847446001,2681.074143641041
8,0,5,42.89397741254774,45.66797288724587,2495.2158016202116
8,1,1,51.745432778223964,38.124758142813555,2224.5909341104502
8,2,1,52.692409155505956,32.79364562783286,2730.4482283651337
8,3,7,33.72119494387941,34.11726470119494,4857.163108772666
8,4,3,30.036534479398014,74.607696862853,614.8759299848334
8,5,4,63.33514654709879,10.490378842036884,4124.220646615252
8,6,4,60.89315646087878,18.271747048098547,3602.6425652005864
8,7,7,31.785582152327983,57.02930553818506,2321.569944219033
8,8,1,52.77424376646918,31.765865576097987,2896.2245965838642
8,9,4,64.05160375134601,10.0,4635.4695272697345
8,10,4,59.655228430113084,30.84662473352455,2137.5462059695865
8,11,12,15.507002361680945,92.72947141107177,95.07612591751695
8,12,3,33.846914425343606,39.718272272767734,4017.246782534202
8,13,5,43.51580173796912,23.428288515244226,5421.165460750584
8,14,4,58.79850295814163,47.48998651850139,303.4894815676067
8,15,7,33.922771532647374,34.67056751603202,4684.331755950303
8,16,4,61.09457092805707,16.66793507337409,3861.628381496172
8,17,1,54.281900062005455,14.13539414610301,5390.521352295785
8,20,4,63.64451091077772,10.126863478076999,4421.850086645726
8,21,4,60.23391455119329,22.343381553618478,3073.124749581207
8,22,3,33.72119494387941,34.11726470119494,5058.849768278274
8,23,7,30.10016365690829,66.33086233881544,1518.102685772861
8,24,5,43.01168539319595,44.40747530294815,2627.6563013259265
8,25,3,33.96898628327888,40.49850690313484,3914.2305560236277
8,26,4,61.62508050577396,15.016953921334707,3918.5849560452525
8,27,5,43.51580173796912,23.428288515244226,5272.668873518946
8,28,8,24.688481099520796,48.182282698224796,3998.697130947725
8,30,10,15.884299640724727,90.50611626717553,395.9122742542918
8,31,4,63.65297749775041,10.126863478076999,4319.653921430356
8,32,1,54.487711200500016,17.486284322878337,4133.245352312324
8,33,1,54.50497897799779,15.774954611694573,4444.8206547499585
8,35,5,43.752159202106206,28.7569497303488,4117.158123293891
8,37,1,52.692409155505956,32.79364562783286,2728.7635758819765
8,39,5,43.769829340058685,28.91666231657897,4103.96491148057
8,40,4,60.99522304892853,17.006597995096886,3791.655781000947
8,41,4,60.419723912231156,27.33269960918146,2599.3050342586366
8,44,1,53.51274302788059,26.343380098463193,3299.764785186872
8,45,2,19.504525554899462,47.343339927814775,4964.671340049057
8,46,6,18.264735297307947,61.68164570356362,3251.2753265938295
8,47,8,23.232655947410777,53.542593157795594,3560.390260822835
8,49,0,18.53261382559314,67.11091847446001,2695.2009139761203
9,0,5,42.265324258454754,47.7425960077532,2362.2205400927255
9,1,1,51.897704124207046,38.27856719777847,2202.346130656764
9,2,1,52.70977156798354,32.86958803642403,2703.1745316456218
9,3,7,33.71262472834664,34.233916254026006,4740.145086643103
9,4,3,29.96859421386445,74.09274932520513,723.0573419849485
9,5,4,63.01379199887109,11.08429393880172,4006.9744671624117
9,6,4,60.89315646087878,18.271747048098547,3613.778440209835
9,7,7,31.702821786502486,57.183590537589744,2315.3848115513906
9,8,1,53.13428152613038,29.331345761364563,3002.388762031372
9,9,4,64.05160375134601,10.0,4610.447226385023
9,10,4,59.655228430113084,30.84662473352455,2145.22347306602
9,11,12,15.507002361680945,92.72947141107177,95.13553420989584
9,12,3,33.94143609152066,40.38412386745058,3929.552653081509
9,13,5,43.51580173796912,23.428288515244226,5546.1549469711645
9,14,4,58.84613227019625,47.35887074076688,319.13916638278636
9,15,7,33.922771532647374,34.67056751603202,4676.857389360659
9,16,4,62.79412889418609,12.1211036970938,3973.9831044693756
9,17,1,54.281900062005455,14.13539414610301,5449.628728276178
9,20,4,63.93228285921827,10.0,4503.000423149874
9,21,4,60.74036117906195,21.211923047628183,3113.0550323163757
9,22,3,33.72119494387941,34.11726470119494,5212.327107855837
9,23,7,30.15546782895373,66.29050657650014,1511.8296421211312
9,24,5,43.00441225161072,45.200747267528385,2571.162346955286
9,25,3,33.64912308494121,39.76842596287485,4025.4348641211354
9,26,4,61.24835676632796,16.217116180315138,3879.700024408543
9,27,5,43.51580173796912,23.428288515244226,5372.437027271861
9,28,8,24.432878825926114,49.46087923909295,3878.7604325711814
9,30,10,15.6721001921392,91.03499136036784,330.5381638041287
9,31,4,63.89365391275477,10.0,4455.021085147771
9,32,1,54.487711200500016,17.486284322878337,4129.76361332942
9,33,1,54.50497897799779,15.774954611694573,4438.477298353151
9,35,5,43.769829340058685,28.91666231657897,4090.8557154625896
9,37,1,52.692409155505956,32.79364562783286,2727.3768484684233
9,39,5,43.438454091185356,30.47409260653525,3991.5914462753317
9,40,4,61.09457092805707,16.66793507337409,3857.194543481061
9,41,4,60.419723912231156,27.33269960918146,2573.505757945425
9,44,1,53.45736413048179,27.883074360038187,3168.4611706119244
9,45,2,19.504525554899462,47.343339927814775,5095.857071026257
9,46,6,18.2341827531085,61.652776136354866,3290.4771296367426
9,47,8,23.48243553020174,52.4276443512139,3670.0259098740785
9,49,0,18.53261382559314,67.11091847446001,2710.081501650644
10,0,5,41.7303514568259,49.941654713222576,2231.2491512399406
10,1,1,51.888803726452544,38.38003378759157,2180.560962971352
10,2,1,52.79328030684228,32.811271051227635,2676.24303956742
10,3,7,33.950562961421326,34.773098196035946,4623.75571836325
10,4,3,29.5897293035893,74.02161609765025,832.7167361280128
10,5,4,61.23438825399769,16.11680276152338,3889.7439143568827
10,6,4,60.89315646087878,18.271747048098547,3624.9146868451003
10,7,7,31.785582152327983,57.02930553818506,2322.156514801912
10,8,1,53.40297288384781,28.45538107983683,3108.9739902915553
10,9,4,63.9244330984543,10.0,4585.580309778771
10,10,4,59.64490947764544,30.808154564153213,2156.8481989721963
10,11,12,15.507002361680945,92.72947141107177,101.36703620915783
10,12,3,33.86610557633554,41.54404870400277,3846.5234965098257
10,13,5,43.51580173796912,23.428288515244226,5672.165623359667
10,14,4,59.038431241328816,46.93822500743432,382.30132226272
10,15,7,33.922771532647374,34.67056751603202,4669.47819292157
10,16,4,63.24086145396794,10.585895403785734,4086.524858220138
10,17,1,54.281900062005455,14.13539414610301,5509.323359695885
10,20,4,63.9244330984543,10.0,4584.961371890009
10,21,4,61.15572718164222,20.602485309926735,3155.467945222642
10,22,3,33.72119494387941,34.11726470119494,5365.810491814241
10,23,7,30.28005109236218,66.26171743951879,1506.4461310424683
10,24,5,42.9583899895433,45.415181975541145,2518.030587443129
10,25,3,33.784578762030065,38.56327409522864,4136.647405541414
10,26,4,61.01425434725648,16.863765053914694,3840.8171286283646
10,27,5,43.51580173796912,23.428288515244226,5472.256636843143
10,28,8,23.8698890337312,51.29348688950656,3759.3600462874656
10,30,10,15.728502250462872,90.88151369224943,337.6285556523616
10,31,4,64.03709148171518,10.0,4591.2214024376835
10,32,1,54.487711200500016,17.486284322878337,4126.344050448951
10,33,1,54.405364470481175,15.911621009865355,4434.958911755913
10,35,5,43.67526076615319,29.250770884932972,4064.6454639501994
10,37,1,52.692409155505956,32.79364562783286,2725.991660912298
10,39,5,42.89715076974741,32.92882459811283,3880.328202741085
10,40,4,61.62508050577396,15.016953921334707,3927.365922992819
10,41,4,60.419723912231156,27.33269960918146,2557.8381139727544
10,44,1,53.246300002147464,29.029019697576196,3038.286991811643
10,45,2,19.504525554899462,47.343339927814775,5228.636561551823
10,46,6,18.2341827531085,61.652776136354866,3329.9951556860133
10,47,8,23.860547567942543,51.28470839286309,3781.6774784200393
10,49,0,18.53261382559314,67.11091847446001,2725.70356061961
11,0,5,41.77901839500818,50.63517080758674,2102.679857057216
11,1,1,51.888803726452544,38.38003378759157,2159.2493432148112
11,2,1,52.79328030684228,32.811271051227635,2649.6641867732806
11,3,7,34.125093584438766,35.094021928950035,4508.043696242578
11,4,3,29.112756974745352,73.0956021093482,943.338824475474
11,5,4,61.07062072655761,17.044851029904812,3772.5304449828177
11,6,4,60.877894938791215,18.09289145828872,3636.0513016918103
11,7,7,31.73904622016875,57.05483300934791,2341.772654832968
11,8,1,53.581208838838194,26.68213216126955,3215.938416025518
11,9,4,63.929453207831166,10.0,4560.871319023873
11,10,4,59.64490947764544,30.808154564153213,2172.3570136382946
11,11,12,15.507002361680945,92.72947141107177,112.75188779245738
11,12,3,33.70621919805903,42.55291851457307,3768.467669938028
11,13,5,43.51580173796912,23.428288515244226,5799.13092125591
11,14,4,59.17595105926328,46.40804137712582,474.36204092986577
11,15,7,33.922771532647374,34.67056751603202,4662.194618531332
11,16,4,63.36842533689771,10.361287259227877,4199.238605212371
11,17,1,54.281900062005455,14.13539414610301,5569.586364037274
11,20,4,64.05160375134601,10.0,4667.690231932227
11,21,4,61.181319718577605,20.38346754048072,3200.264783385968
11,22,3,33.72119494387941,34.11726470119494,5519.29941589819
11,23,7,30.305831170137225,66.3264252124137,1501.961717674893
11,24,5,42.821733446305025,46.038677360563995,2468.47813694867
11,25,3,34.200116643828316,36.15638848001978,4247.86753361975
11,26,4,61.01425434725648,16.863765053914694,3801.9363311676243
11,27,5,43.51580173796912,23.428288515244226,5572.124936879277
11,28,8,23.432720500632644,52.61115928842257,3640.54874134075
